hidden_dim,num_layers,lr,batch_size,train_loss,train_accuracy,train_f_score,test_loss,test_accuracy,test_f_score,mae
32,1,0.0001,16,0.9338346390581843,0.7619047619047619,0.7412008281573499,1.408568805397147,0.3777639364683899,0.11688311688311687,4.266318211702827
32,1,0.0001,32,0.9195266718888164,0.7619047619047619,0.709454796411318,1.4061915437773902,0.38461538461538464,0.11688311688311687,4.226692965154503
32,1,0.0001,64,0.9382551362858483,0.7142857142857143,0.6541950113378685,1.4026230396610675,0.37900965431329803,0.11688311688311687,4.270092044707429
32,1,0.001,16,0.9594572961923495,0.7142857142857143,0.709454796411318,1.4282098377105032,0.37402678293366554,0.11688311688311687,4.309717291255752
32,1,0.001,32,0.9409829320302651,0.7142857142857143,0.6541950113378685,1.4484581522422262,0.38025537215820615,0.11688311688311687,4.262544378698225
32,1,0.001,64,0.933165370676648,0.7142857142857143,0.6541950113378685,1.4483554280630433,0.38368109623170354,0.11688311688311687,4.234240631163708
32,1,0.01,16,1.1257200819342883,0.47619047619047616,0.5299145299145299,1.4276167107100535,0.38492681407661167,0.11688311688311687,4.073852728468113
32,1,0.01,32,1.120435226838387,0.47619047619047616,0.594871794871795,1.4092460864841347,0.40236686390532544,0.11688311688311687,3.964411571334648
32,1,0.01,64,1.112883004753744,0.47619047619047616,0.45727112393779057,1.3948698769701589,0.4154469012768608,0.11688311688311687,3.888934911242603
32,2,0.0001,16,0.9368091842428369,0.7619047619047619,0.6541950113378685,1.4118611499814704,0.3874182497664279,0.11688311688311687,4.226692965154504
32,2,0.0001,32,0.9532484874796512,0.7619047619047619,0.709454796411318,1.4173585471540395,0.37932108377452506,0.11688311688311687,4.288961209730441
32,2,0.0001,64,0.9371155163838496,0.7142857142857143,0.6541950113378685,1.4175030642216748,0.38772967922765494,0.11688311688311687,4.156877054569362
32,2,0.001,16,0.9318001294017431,0.6190476190476191,0.6541950113378685,1.42318193570222,0.40018685767673623,0.11688311688311687,4.094608809993425
32,2,0.001,32,0.9478495159552465,0.5714285714285714,0.6541950113378685,1.4311883644302292,0.3970725630644659,0.11688311688311687,4.087061143984221
32,2,0.001,64,0.9316090883603737,0.6190476190476191,0.6541950113378685,1.428577753576902,0.3905325443786982,0.11688311688311687,4.147442472057857
32,2,0.01,16,0.8482152302911625,0.47619047619047616,0.5299145299145299,1.4515623639125634,0.3905325443786982,0.11688311688311687,4.077626561472716
32,2,0.01,32,0.8256890715947792,0.5238095238095238,0.5299145299145299,1.4465038853116554,0.3924011211460604,0.11688311688311687,4.1191387245233395
32,2,0.01,64,0.8402817459841866,0.47619047619047616,0.5299145299145299,1.448248008690258,0.3952039862971037,0.396694214876033,4.0644181459566076
32,3,0.0001,16,0.9878790080547333,0.7619047619047619,0.6541950113378685,1.40271657941365,0.3818125194643413,0.11688311688311687,4.273865877712032
32,3,0.0001,32,0.9785226109016001,0.7619047619047619,0.6541950113378685,1.4356100081217171,0.3830582373092494,0.11688311688311687,4.27009204470743
32,3,0.0001,64,0.9851711220409146,0.7619047619047619,0.6541950113378685,1.460891861726742,0.37932108377452506,0.11688311688311687,4.275752794214332
32,3,0.001,16,0.930383898725557,0.6190476190476191,0.6541950113378685,1.4333357816875572,0.388352538150109,0.11688311688311687,4.215371466140697
32,3,0.001,32,0.9265091981164258,0.5714285714285714,0.6541950113378685,1.4240282980522307,0.3924011211460604,0.11688311688311687,4.181406969099277
32,3,0.001,64,0.9389680437187651,0.6190476190476191,0.6904761904761905,1.427888537397479,0.398006851448147,0.11688311688311687,4.126686390532544
32,3,0.01,16,0.7947843084436151,0.5238095238095238,0.5299145299145299,1.4317702473980365,0.4198069137340392,0.11688311688311687,3.9172386587771206
32,3,0.01,32,0.8624907734975293,0.47619047619047616,0.45727112393779057,1.3923438433373327,0.4204297726564933,0.7412587412587412,3.86629191321499
32,3,0.01,64,0.8749255422335952,0.47619047619047616,0.45727112393779057,1.4298349300233444,0.39271255060728744,0.08391608391608392,4.090834976988823
64,1,0.0001,16,0.9404756591391208,0.6666666666666666,0.7412008281573499,1.4064000130879997,0.37932108377452506,0.11688311688311687,4.268205128205127
64,1,0.0001,32,0.9421295018041905,0.6666666666666666,0.7412008281573499,1.4119794109080097,0.3765182186234818,0.11688311688311687,4.285187376725838
64,1,0.0001,64,0.9412568379100875,0.6666666666666666,0.7412008281573499,1.4101767545879478,0.3758953597010277,0.11688311688311687,4.304056541748849
64,1,0.001,16,1.0321580057416981,0.6190476190476191,0.6541950113378685,1.452946421533528,0.36468389909685456,0.11688311688311687,4.381420118343195
64,1,0.001,32,1.0353070291417155,0.6190476190476191,0.6541950113378685,1.4570143948687184,0.36655247586421674,0.11688311688311687,4.3946285338593025
64,1,0.001,64,1.0377584995321967,0.6190476190476191,0.6541950113378685,1.4629297734487174,0.3668639053254438,0.11688311688311687,4.381420118343194
64,1,0.01,16,1.1321181385819592,0.47619047619047616,0.594871794871795,1.3941692113876343,0.4185611958891311,0.11688311688311687,3.9134648257725178
64,1,0.01,32,1.1365589649967887,0.47619047619047616,0.45727112393779057,1.383849033624819,0.4251012145748988,0.11688311688311687,3.8323274161735696
64,1,0.01,64,1.1269337131609372,0.47619047619047616,0.45727112393779057,1.377941105625417,0.42852693864839614,0.11688311688311687,3.8134582511505584
64,2,0.0001,16,0.9517983063239956,0.7142857142857143,0.6541950113378685,1.418430200307676,0.38118966054188724,0.11688311688311687,4.275752794214332
64,2,0.0001,32,0.9519455283138882,0.7142857142857143,0.6541950113378685,1.403278124214399,0.3830582373092494,0.11688311688311687,4.215371466140696
64,2,0.0001,64,0.9517713936407175,0.7142857142857143,0.6541950113378685,1.3836637275053723,0.3843039551541576,0.11688311688311687,4.198389217619987
64,2,0.001,16,1.4271666128837055,0.6190476190476191,0.6541950113378685,1.4255462082305757,0.38897539707256307,0.11688311688311687,4.154990138067061
64,2,0.001,32,1.440538995005005,0.6190476190476191,0.594871794871795,1.421558672838872,0.3843039551541576,0.11688311688311687,4.20404996712689
64,2,0.001,64,0.8542199257890977,0.5238095238095238,0.6541950113378685,1.4367326568849017,0.4008097165991903,0.11688311688311687,4.056870479947403
64,2,0.01,16,0.8276947972489826,0.47619047619047616,0.5299145299145299,1.3931563886085359,0.426969791342261,0.396694214876033,3.8285535831689677
64,2,0.01,32,0.9366709432050363,0.47619047619047616,0.5299145299145299,1.3766924662165123,0.4291497975708502,0.0,3.854970414201184
64,2,0.01,64,0.8793671082204847,0.47619047619047616,0.594871794871795,1.3852731585502625,0.4204297726564933,0.11688311688311687,3.894595660749507
64,3,0.0001,16,0.9731033923317544,0.7619047619047619,0.6541950113378685,1.4406168791327145,0.38679539084397385,0.11688311688311687,4.243675213675213
64,3,0.0001,32,0.9666637511395696,0.7619047619047619,0.6541950113378685,1.452114966836306,0.37807536592961694,0.11688311688311687,4.307830374753451
64,3,0.0001,64,0.9628138930643376,0.7619047619047619,0.6541950113378685,1.4514597807780352,0.3799439426969791,0.11688311688311687,4.292735042735043
64,3,0.001,16,0.873779354922807,0.5238095238095238,0.594871794871795,1.5102340283960398,0.3871068203052009,0.11688311688311687,4.141781722550953
64,3,0.001,32,0.838413920790995,0.5238095238095238,0.5299145299145299,1.5079790713763472,0.3986297103706011,0.11688311688311687,4.047435897435897
64,3,0.001,64,0.8852027470051352,0.5238095238095238,0.594871794871795,1.5407706204027232,0.3715353472438493,0.11688311688311687,4.273865877712032
64,3,0.01,16,0.8785925658039786,0.47619047619047616,0.45727112393779057,1.4189934889868934,0.39925256929305514,0.0,4.08517422748192
64,3,0.01,32,0.8433259024993697,0.47619047619047616,0.594871794871795,1.4169835884972375,0.4166926191217689,0.7412587412587412,3.945542406311637
64,3,0.01,64,0.8765543045392677,0.47619047619047616,0.5299145299145299,1.4579752022677128,0.39925256929305514,0.11688311688311687,4.038001314924392
128,1,0.0001,16,0.956602023015568,0.7142857142857143,0.7412008281573499,1.4216769201920765,0.37028962939894117,0.11688311688311687,4.343681788297173
128,1,0.0001,32,0.9706798957948067,0.7142857142857143,0.7412008281573499,1.4194138238925744,0.3653067580193086,0.11688311688311687,4.371985535831689
128,1,0.0001,64,0.9548871411909512,0.6190476190476191,0.7412008281573499,1.413031251713781,0.36966677047648705,0.11688311688311687,4.33802103879027
128,1,0.001,16,0.9648907521174321,0.7142857142857143,0.6541950113378685,1.4653157178718266,0.37496107131734663,0.11688311688311687,4.285187376725838
128,1,0.001,32,0.9652716612341392,0.7142857142857143,0.6541950113378685,1.4664576767694832,0.37433821239489257,0.11688311688311687,4.304056541748849
128,1,0.001,64,0.9686738122161941,0.7142857142857143,0.6541950113378685,1.459808886051178,0.3718467767050763,0.11688311688311687,4.313491124260355
128,1,0.01,16,1.1670157092424174,0.47619047619047616,0.5299145299145299,1.3841661043686442,0.4282155091871691,0.11688311688311687,3.888934911242603
